Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;Curricular units 1st sem (enrolled);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Target
1;0;0;18;6;6;12;6;5;14,8;Graduate
1;0;0;18;6;6;11,43;6;6;11;Dropout
1;0;0;19;6;6;14,17;6;6;13,5;Graduate
1;0;0;31;6;5;12,5;6;5;14,6;Graduate
1;0;1;33;6;6;14,17;6;6;14,33;Graduate
1;0;1;20;7;5;14,46;7;6;13,55;Enrolled
1;0;0;22;6;5;12,8;6;2;11,5;Enrolled
1;0;0;19;6;6;12,67;6;5;13,4;Graduate
1;0;0;18;6;6;12,5;6;6;13;Dropout
1;0;0;18;6;0;0;6;0;0;Dropout
0;0;0;18;6;0;0;6;0;0;Dropout
1;0;0;18;0;0;0;0;0;0;Graduate
1;0;1;19;5;5;11,2;5;3;11;Graduate
1;0;0;18;6;6;16,5;6;6;17,43;Dropout
1;0;0;18;5;3;13,67;5;5;12;Graduate
1;0;1;18;8;7;15,23;8;7;15,23;Graduate
1;0;0;21;9;9;12,78;9;9;13,22;Graduate
1;0;1;18;8;7;14,43;8;7;14,43;Graduate
1;0;0;18;6;6;13,88;6;6;13,71;Graduate
1;0;0;18;7;7;13,13;8;6;13,19;Graduate
1;0;0;20;7;6;11,61;8;7;12,41;Graduate
1;0;1;18;5;5;14,6;5;5;12;Graduate
1;0;0;18;6;0;0;6;0;0;Dropout
1;0;1;20;5;5;11,8;5;5;11,6;Graduate
1;0;0;20;6;6;12,33;6;6;12,33;Graduate
1;0;1;19;5;4;11;5;0;0;Dropout
1;0;1;19;11;11;13,18;11;11;12,91;Graduate
0;0;1;18;6;1;11;6;0;0;Dropout
1;0;1;19;6;6;11,83;6;6;12,29;Graduate
1;0;1;20;8;8;12,98;8;8;12,98;Graduate
1;0;0;21;7;6;11,33;5;5;11,2;Graduate
1;0;0;21;8;6;11,68;8;6;11,68;Graduate
1;0;0;20;6;6;14,5;6;6;13,5;Graduate
1;0;0;19;7;7;13,14;7;7;12,86;Graduate
0;0;0;21;5;2;11,5;5;2;10,5;Dropout
1;0;0;18;5;5;14,2;5;5;11,8;Graduate
1;0;1;19;6;5;11,67;6;5;12,2;Graduate
1;0;0;18;7;7;13,18;8;8;14,88;Graduate
1;0;1;19;8;7;13,31;8;7;13,31;Graduate
1;0;1;18;5;3;10,6;5;3;10,5;Graduate
1;0;1;18;6;4;12;6;4;10,75;Enrolled
1;0;0;18;6;6;13,43;6;6;14,14;Graduate
1;0;1;18;5;4;13,25;5;5;15,57;Graduate
1;0;0;18;6;2;13;6;0;0;Dropout
1;0;1;18;6;6;14,33;6;6;14;Enrolled
1;0;0;18;6;0;0;6;0;0;Dropout
1;0;0;18;6;6;14;6;6;13,17;Graduate
1;0;1;20;2;2;12;6;6;12,83;Graduate
1;0;0;18;6;5;12,33;6;5;10,6;Enrolled
1;0;0;18;6;5;11,8;6;5;10,4;Graduate
1;0;1;20;8;7;12,79;8;7;12,79;Graduate
1;0;0;40;8;8;11,63;7;5;11,2;Graduate
1;0;1;18;7;6;11,99;8;7;12,43;Graduate
1;0;0;19;6;5;11,6;6;5;12,2;Graduate
1;0;0;24;5;0;0;5;0;0;Dropout
1;0;0;19;6;6;13,17;6;6;13,17;Dropout
1;0;0;19;8;7;14,1;8;7;14,1;Graduate
1;0;1;20;7;6;12,4;8;7;12,94;Graduate
1;0;0;18;7;7;15,01;8;8;16,09;Graduate
1;0;1;18;0;0;0;0;0;0;Graduate
1;0;0;19;7;7;14,05;8;8;15,1;Graduate
1;0;0;18;7;7;14,85;8;8;15,2;Dropout
1;0;0;19;6;6;13;6;5;13;Graduate
1;0;1;19;7;7;14,79;8;8;15,86;Graduate
1;0;1;19;7;7;13,7;8;7;14,67;Graduate
1;0;1;19;7;7;12,5;8;7;12,24;Dropout
1;0;0;19;7;6;14,57;7;6;14,57;Graduate
0;0;0;25;5;5;11,2;5;4;11,25;Dropout
1;0;0;20;8;7;12,69;8;7;12,69;Graduate
0;0;0;23;9;7;13,57;9;4;13,25;Dropout
1;0;0;20;6;0;0;6;0;0;Dropout
1;0;0;27;6;5;11;6;6;11,17;Graduate
1;0;0;18;8;8;14,45;8;8;14,45;Graduate
1;0;0;18;6;5;13,6;6;4;11,75;Enrolled
0;0;0;23;12;11;14;10;8;14,63;Dropout
1;0;1;19;7;6;13,42;7;6;13,42;Graduate
1;0;0;18;5;5;12,33;5;5;11,4;Graduate
1;0;0;20;7;7;13,1;8;8;14,81;Graduate
1;0;0;18;6;4;13,2;6;5;12,8;Graduate
1;0;1;19;8;8;14,75;8;8;14,75;Graduate
1;0;1;19;6;6;13,14;6;6;14,33;Graduate
1;0;0;19;6;4;12,5;6;5;12,5;Enrolled
1;0;0;18;5;4;13,75;5;5;14,86;Graduate
1;0;0;18;6;5;12,4;6;6;13;Graduate
1;0;0;18;6;6;13,33;6;6;12;Graduate
0;0;0;28;11;11;11,73;8;8;12;Dropout
1;0;0;19;6;4;12,5;6;1;14;Dropout
1;0;0;20;0;0;0;0;0;0;Dropout
1;0;1;19;7;6;13,53;8;7;13,61;Graduate
1;0;1;20;6;6;13,17;6;6;12,67;Graduate
1;0;1;19;6;5;13,2;6;5;11;Graduate
1;0;0;21;6;5;12,2;6;4;12,6;Enrolled
1;0;1;19;7;7;13,43;7;7;14,86;Graduate
1;0;1;18;6;6;12,71;6;6;12,63;Graduate
1;0;0;19;6;0;0;6;0;0;Dropout
1;0;1;19;6;6;13,67;6;6;13,67;Graduate
1;0;0;20;6;5;11;6;6;13,17;Graduate
1;0;0;18;7;5;11,4;7;6;13,33;Enrolled
1;0;0;18;0;0;0;0;0;0;Enrolled
1;0;0;18;5;4;12;5;5;12;Graduate
1;0;0;18;6;0;0;6;0;0;Dropout
1;0;0;18;6;5;11;6;6;11,67;Graduate
1;0;0;20;6;5;12;6;6;11,57;Dropout
1;0;1;19;7;7;13,31;8;8;12,55;Graduate
0;0;0;21;6;3;13,67;6;3;10,67;Dropout
0;0;0;20;6;0;0;6;0;0;Dropout
1;0;0;18;6;5;12,2;6;4;11,25;Graduate
1;0;1;20;6;6;12,67;6;6;12,83;Graduate
1;0;1;19;8;8;14,07;8;8;14,07;Graduate
1;0;0;22;5;4;14,25;5;5;13,2;Dropout
0;0;0;22;6;0;0;2;0;0;Dropout
1;0;0;18;6;3;12;6;4;10,25;Enrolled
1;0;0;21;10;6;11,17;10;7;10,57;Enrolled
1;0;0;19;6;2;13;6;5;11,6;Graduate
1;0;0;19;0;0;0;0;0;0;Dropout
1;0;1;20;8;7;14,9;8;7;14,9;Dropout
1;0;1;18;7;7;12,65;8;8;12,45;Graduate
0;0;0;22;12;7;11;5;5;10,6;Dropout
1;0;0;20;5;4;12,4;5;5;12,67;Graduate
1;0;0;19;6;6;12;6;6;12,67;Graduate
1;0;1;19;7;7;12,14;8;7;13,33;Graduate
1;0;1;20;7;5;12,62;7;6;12,5;Enrolled
1;0;0;25;5;3;10,67;5;3;11,33;Enrolled
1;0;1;19;7;6;13,77;8;7;14,05;Graduate
1;0;0;19;8;8;13,12;8;8;13,12;Graduate
0;0;0;19;5;0;0;6;0;0;Dropout
1;0;0;20;7;6;12,7;8;7;13,57;Graduate
1;0;0;25;7;7;11,86;8;5;11,7;Enrolled
1;0;1;20;7;6;12,33;7;6;12,33;Graduate
1;0;0;24;6;4;15,75;6;5;16,4;Enrolled
1;0;0;20;5;5;13,33;5;5;13,2;Graduate
1;0;0;21;7;7;14,36;8;8;13,49;Graduate
1;0;1;19;6;6;13;6;5;13;Graduate
1;0;1;19;6;6;12,83;6;6;13,5;Graduate
1;0;1;21;5;5;13,2;5;4;13;Graduate
1;0;0;28;7;7;17,01;8;8;16,58;Graduate
0;0;1;19;6;5;10,6;6;5;11;Graduate
1;0;1;18;5;5;14;5;5;13,6;Graduate
1;0;1;18;8;7;12,11;8;7;12,11;Graduate
1;0;1;18;8;8;13,06;8;8;13,06;Graduate
1;0;0;22;8;7;13,29;8;7;13,29;Graduate
1;0;0;19;5;4;11;5;3;10,67;Enrolled
1;0;1;18;7;7;14,07;8;8;15,16;Graduate
0;0;0;20;6;0;0;6;0;0;Dropout
0;0;0;26;9;4;11,25;10;3;11;Dropout
1;0;1;18;6;6;14;6;6;13,63;Graduate
1;0;1;21;6;6;12,17;6;3;11,67;Dropout
1;0;0;18;8;7;13,3;8;7;13,3;Graduate
1;0;0;20;6;6;13,92;6;6;14,25;Graduate
1;0;0;18;7;7;13,37;8;7;12,83;Graduate
1;0;1;19;5;5;12,4;5;3;11;Enrolled
1;0;0;20;5;4;15;5;4;13,75;Dropout
1;0;1;18;6;6;13,33;6;6;12,57;Graduate
1;0;1;20;5;3;12;5;4;12,63;Enrolled
1;0;0;22;6;5;13,4;6;5;12,2;Graduate
1;0;0;18;0;0;0;0;0;0;Enrolled
1;0;0;21;5;4;11,5;5;5;11,4;Graduate
1;0;0;18;7;6;12;7;6;12,17;Enrolled
1;0;0;18;8;7;13,49;8;7;13,49;Graduate
1;0;1;18;6;6;12;6;6;11,29;Graduate
1;0;0;19;0;0;0;0;0;0;Dropout
1;0;0;19;5;3;10,33;5;3;14,43;Enrolled
1;0;0;19;7;5;12,94;7;5;13,76;Enrolled
1;0;0;19;8;7;13,26;8;7;13,26;Graduate
1;0;0;19;5;4;12,25;5;4;12;Enrolled
0;0;0;19;6;3;11,67;6;1;10;Dropout
1;0;1;21;6;6;13,57;6;6;12,5;Graduate
1;0;1;20;6;5;11,8;6;5;11,83;Graduate
1;0;1;20;5;5;14,2;5;5;13,29;Graduate
1;0;0;41;5;5;11;5;5;11,8;Graduate
1;0;0;32;7;4;13,63;7;7;12,64;Enrolled
1;0;0;18;8;7;14,65;8;7;14,65;Graduate
1;0;1;35;6;6;11,33;6;6;11,33;Graduate
0;0;0;32;7;4;13,7;7;0;0;Dropout
1;0;0;37;11;11;13,73;8;8;14,75;Graduate
1;0;0;30;7;7;11,75;8;7;11,14;Dropout
1;1;0;23;6;6;12,33;6;5;13;Graduate
1;0;1;20;6;6;14;6;6;13,86;Dropout
1;1;0;21;5;4;11,5;5;4;11,75;Graduate
1;1;0;19;5;5;11,2;5;5;13,2;Graduate
1;1;1;18;8;7;15,07;8;7;15,07;Graduate
1;1;0;18;5;1;10;5;1;12;Dropout
1;1;0;24;5;4;12;5;5;12,67;Enrolled
1;1;0;22;6;4;13;6;4;12,6;Graduate
1;1;0;18;6;4;11;6;3;11,25;Dropout
1;0;0;18;6;6;13,57;6;5;12,17;Graduate
1;1;0;21;6;5;14,6;6;5;14,2;Graduate
1;0;0;38;7;3;11,83;7;2;10;Dropout
1;0;1;19;7;7;12,63;8;8;12,51;Graduate
1;0;0;36;7;4;11,5;7;3;12,33;Dropout
1;0;0;18;5;4;13,25;5;4;10,5;Graduate
1;0;0;19;7;7;12,61;8;6;11,9;Graduate
0;0;0;21;10;8;13,75;9;5;13,2;Dropout
1;0;0;19;7;6;13,6;8;6;11,93;Enrolled
1;0;1;18;6;5;11,14;6;6;12,29;Graduate
1;0;0;45;11;11;12,7;10;10;12,97;Enrolled
1;0;0;20;5;1;10;5;1;11;Dropout
1;0;0;18;6;6;11,67;6;4;11,5;Graduate
1;0;1;18;6;6;14;6;6;13,14;Graduate
1;0;0;25;5;0;0;5;0;0;Dropout
1;0;0;19;8;7;12,04;8;7;12,04;Graduate
1;0;1;18;0;0;0;0;0;0;Graduate
1;0;0;39;13;13;13,77;12;12;14,58;Graduate
1;0;0;29;18;18;15,44;13;13;15,31;Graduate
1;0;0;18;7;6;11,5;7;7;12,71;Enrolled
0;0;0;23;3;2;10;6;0;0;Dropout
1;0;0;21;6;4;12,25;6;3;10,33;Dropout
0;0;0;18;6;6;14,5;6;6;15,17;Graduate
1;0;0;23;6;6;15,57;6;6;16,38;Graduate
1;0;0;18;6;6;15,57;6;6;14,71;Graduate
1;0;0;32;6;5;13,8;6;6;12,17;Graduate
0;0;0;29;5;3;10,67;5;2;14,8;Dropout
1;0;1;20;6;5;11,6;6;4;11,75;Graduate
0;0;0;28;6;1;13;6;0;0;Dropout
1;0;0;27;5;3;12;5;4;13,63;Graduate
1;0;0;22;14;12;12,33;14;12;12,33;Graduate
1;0;0;37;6;6;12,88;6;6;12,9;Enrolled
0;0;0;28;6;1;11;6;0;0;Dropout
0;0;0;43;6;4;12,25;6;4;10,5;Dropout
0;0;0;32;7;0;0;8;0;0;Dropout
1;0;1;20;6;4;10,75;6;5;11,5;Enrolled
1;0;1;35;8;8;13,63;8;8;13,63;Graduate
1;0;0;21;5;3;13;5;4;11,5;Graduate
1;0;1;18;7;6;13,53;7;7;12,23;Enrolled
1;0;1;18;7;7;16,9;8;8;16,38;Graduate
1;0;0;18;6;5;12;6;4;12;Graduate
1;0;0;22;6;6;12,5;6;6;13,29;Graduate
1;0;0;19;8;7;12,76;8;7;12,76;Graduate
1;0;1;18;5;5;13,75;5;5;12,17;Graduate
1;0;0;19;0;0;0;0;0;0;Dropout
1;0;1;18;7;7;14,6;8;8;15,68;Graduate
0;0;0;31;5;0;0;5;0;0;Dropout
1;0;1;33;6;5;13,83;6;6;12,5;Graduate
1;0;1;19;8;8;13,58;8;8;13,58;Graduate
1;0;1;18;6;6;15,14;6;6;15,83;Graduate
1;0;0;23;5;3;10,67;5;5;11,6;Graduate
1;0;0;20;6;5;11,2;6;6;12;Graduate
1;0;0;18;8;8;13,76;8;8;13,76;Graduate
1;0;0;21;9;8;13,25;9;5;12,2;Enrolled
1;0;1;22;6;5;10,71;6;5;12,2;Graduate
1;0;0;20;6;6;12,17;6;6;11,67;Graduate
1;0;0;23;7;6;14,36;7;6;14,36;Graduate
1;0;0;19;6;6;12,83;6;6;12,67;Graduate
1;0;0;19;8;7;13,93;8;7;13,93;Graduate
1;0;0;26;5;2;12;5;3;11;Dropout
1;0;0;18;7;7;13,44;8;8;13,74;Graduate
1;1;0;18;5;1;16;5;0;0;Dropout
1;1;0;20;6;6;13,13;6;6;13,2;Graduate
1;1;0;19;6;0;0;6;0;0;Dropout
0;1;0;32;9;5;11,4;4;4;11;Dropout
0;1;0;31;4;2;11;5;3;11,67;Dropout
1;1;0;25;5;1;11;5;1;10;Enrolled
1;0;0;21;6;5;13,67;6;5;13;Graduate
0;0;0;31;6;4;11,75;5;1;10;Dropout
1;0;0;34;7;1;10;7;1;13;Dropout
1;0;1;18;6;6;13,5;6;6;12,83;Graduate
1;0;0;19;6;0;0;6;0;0;Dropout
1;0;0;21;6;1;12;6;1;11;Enrolled
0;0;0;18;6;3;13;6;5;11,8;Dropout
1;0;0;20;6;6;14,83;6;6;16;Graduate
1;0;0;20;6;6;11,83;6;6;12,86;Graduate
1;0;1;18;6;5;12;6;5;12,33;Graduate
1;0;0;19;6;4;12,75;6;6;11,33;Graduate
1;0;0;19;5;0;0;5;4;14,75;Enrolled
1;0;1;30;6;0;0;6;1;10;Dropout
1;0;0;19;6;6;12;6;6;12,86;Graduate
1;0;0;19;7;7;11,68;8;8;13,8;Graduate
1;0;1;19;8;7;13,6;8;7;13,6;Graduate
1;0;0;19;6;6;16;6;6;15,88;Graduate
1;0;0;20;6;5;11,8;6;6;11,5;Graduate
1;1;0;25;5;0;0;6;2;14;Dropout
1;1;0;19;6;0;0;6;0;0;Dropout
1;0;1;34;6;6;16,14;6;6;16,2;Graduate
1;0;1;18;8;7;11,79;8;7;11,79;Graduate
1;0;1;18;8;8;13,42;8;8;13,42;Graduate
1;0;0;20;6;6;12,5;6;5;14,17;Graduate
1;0;1;20;8;7;12,46;8;7;12,46;Graduate
1;0;0;23;11;8;12,38;9;5;12,6;Enrolled
1;0;0;28;6;1;10;6;0;0;Dropout
1;0;0;18;6;5;12,6;6;6;12,43;Enrolled
1;0;0;19;5;5;12,6;5;4;12,4;Graduate
1;0;0;34;5;2;10;5;4;12;Dropout
1;0;0;35;7;0;0;6;0;0;Dropout
1;0;0;32;5;5;11,6;5;5;12,33;Graduate
1;0;0;19;6;6;12,17;6;6;13,5;Graduate
1;0;0;18;6;4;13,6;6;5;12,67;Graduate
0;0;0;35;5;4;12,5;5;5;11,8;Dropout
1;1;1;24;6;4;12,25;6;4;11,5;Enrolled
1;0;1;20;6;6;11,71;6;6;12,63;Graduate
1;1;1;18;6;6;13,5;6;6;13;Graduate
1;1;1;20;8;7;13,02;8;7;13,02;Graduate
0;1;0;18;6;0;0;6;0;0;Dropout
1;1;1;18;5;5;17,33;5;5;18,57;Graduate
1;1;1;20;5;4;11;5;4;11,5;Graduate
1;1;0;19;7;6;13,67;7;6;12,5;Dropout
1;1;1;20;6;6;11,38;6;5;13,8;Enrolled
1;1;0;19;6;6;12,83;6;6;11,83;Graduate
1;1;0;20;6;5;12,6;6;4;11,5;Graduate
1;1;0;22;7;6;14,33;8;7;13,77;Graduate
1;1;1;18;5;4;13,5;6;6;13,63;Enrolled
1;1;0;19;8;7;14,29;8;7;14,29;Graduate
1;1;0;22;6;3;11,75;6;2;10;Dropout
1;1;0;20;5;5;14,8;5;5;17,6;Graduate
0;1;0;34;6;0;0;6;0;0;Dropout
1;1;0;24;6;1;10;5;0;0;Dropout
1;1;0;26;5;0;0;5;0;0;Dropout
1;1;0;35;7;4;12,6;7;5;12,38;Dropout
1;1;0;22;5;5;12,43;5;5;11,8;Graduate
1;1;0;26;6;4;10;6;3;12;Enrolled
1;1;0;19;5;3;12,33;5;0;0;Dropout
0;1;0;19;6;0;0;6;0;0;Dropout
1;1;0;20;0;0;0;0;0;0;Graduate
1;1;0;21;11;10;12,1;8;8;13,33;Graduate
1;0;1;19;6;6;14,71;6;6;15;Graduate
1;0;0;18;6;6;12,67;6;6;12,83;Graduate
1;0;1;23;12;12;14,38;10;10;13,3;Graduate
1;0;1;18;5;5;13,4;5;5;12,2;Graduate
1;0;0;18;8;7;13,31;8;7;13,31;Graduate
1;0;0;19;8;7;11,99;8;7;11,99;Graduate
1;0;0;21;11;11;11,55;9;8;12,89;Graduate
1;0;1;18;6;6;16,46;6;6;13,88;Graduate
1;0;1;24;6;6;13,67;6;6;12,83;Graduate
1;0;0;18;7;7;12,65;8;8;13,41;Dropout
1;0;0;18;6;6;12,33;6;3;12;Enrolled
1;0;0;20;7;6;14,37;8;7;14,65;Graduate
1;0;0;19;5;3;12;5;4;11,75;Enrolled
0;0;1;18;6;3;12;6;3;10,67;Dropout
1;0;1;19;6;4;12;6;3;11;Dropout
1;0;0;19;6;5;12,6;6;5;11,2;Graduate
1;0;0;18;6;6;12,17;6;6;12,33;Graduate
1;0;0;20;7;6;13,5;7;6;14;Enrolled
1;0;1;18;8;8;13,76;8;8;13,76;Graduate
1;0;1;19;7;6;12,4;7;6;12,8;Graduate
1;0;0;18;5;4;10,67;5;2;12;Enrolled
1;0;0;18;7;6;14,33;7;6;14,33;Graduate
1;0;0;21;6;4;12,5;6;2;12,67;Enrolled
0;0;0;19;6;1;10;6;0;0;Dropout
1;0;0;21;7;7;14,7;8;8;14,62;Graduate
1;0;0;18;6;4;11,5;6;3;13,75;Enrolled
1;0;1;18;7;7;12,86;8;8;13,91;Graduate
1;0;0;18;7;7;13,7;8;8;13,99;Graduate
0;0;0;23;5;0;0;5;1;12;Dropout
1;0;0;20;6;3;11,2;6;4;12;Enrolled
1;0;0;18;7;7;13,29;8;8;13,33;Graduate
1;0;0;19;6;5;13;6;5;10,4;Enrolled
1;0;1;27;7;6;12,6;7;6;11,69;Enrolled
0;0;1;19;5;5;12,8;5;4;12;Enrolled
1;0;0;21;6;5;11,5;6;5;11;Dropout
1;0;1;19;8;7;11,4;8;7;11,4;Graduate
1;0;1;21;6;6;12,33;6;6;11,33;Graduate
1;0;0;18;6;5;12,8;6;4;12,2;Graduate
1;0;1;20;5;5;12;5;4;15;Graduate
1;0;1;18;6;5;13;6;5;13,5;Graduate
0;0;1;18;6;6;11,83;6;6;11;Dropout
1;0;0;18;6;6;14;6;6;13,33;Graduate
1;0;1;18;6;6;12,33;6;6;13,5;Graduate
1;0;1;19;7;5;13,04;7;7;12,5;Enrolled
0;0;0;23;11;11;13,17;9;8;13,33;Enrolled
1;0;1;24;6;6;12,5;6;6;12,83;Graduate
1;0;0;19;0;0;0;0;0;0;Graduate
1;0;0;18;8;7;15,66;8;7;15,66;Graduate
1;0;0;19;6;6;12,17;6;6;11,33;Graduate
1;0;0;19;6;0;0;6;0;0;Dropout
1;0;1;20;6;5;10,6;6;5;11,17;Enrolled
1;0;0;20;6;6;13,43;6;5;12,67;Enrolled
1;0;0;26;6;4;11,75;6;0;0;Dropout
0;1;0;36;5;0;0;5;0;0;Dropout
0;1;0;19;0;0;0;0;0;0;Dropout
0;1;0;27;5;0;0;5;0;0;Dropout
1;1;0;18;5;1;13;5;0;0;Dropout
1;1;1;18;8;7;13,33;8;7;13,33;Graduate
1;1;0;28;6;0;0;6;0;0;Dropout
1;1;0;21;0;0;0;0;0;0;Graduate
1;1;0;19;7;6;13,7;7;6;13,7;Graduate
0;1;0;26;5;0;0;5;0;0;Dropout
1;1;0;20;9;9;13,45;7;6;13,88;Dropout
1;1;0;19;8;7;12,2;8;7;12,2;Graduate
1;1;0;21;5;3;10;5;4;11;Dropout
1;1;1;23;6;5;13;6;6;12,86;Graduate
1;1;0;29;6;6;12;6;6;14;Graduate
1;1;0;20;8;7;15,03;8;7;15,03;Graduate
1;1;0;18;6;6;12;6;6;11,71;Graduate
1;1;0;19;6;5;12;6;5;12,4;Graduate
0;1;0;23;7;3;13,67;8;3;11,33;Dropout
1;1;0;21;0;0;0;0;0;0;Dropout
1;1;0;18;5;5;12;5;4;12,5;Enrolled
1;1;1;18;0;0;0;0;0;0;Graduate
0;1;0;21;6;1;14;6;0;0;Dropout
1;1;0;22;6;0;0;6;0;0;Dropout
1;1;0;21;7;7;12,38;7;5;12,58;Graduate
0;1;0;32;7;0;0;8;0;0;Dropout
1;1;0;27;18;18;11,42;13;13;11,08;Graduate
1;1;0;18;7;6;13,35;7;6;13,35;Graduate
1;1;1;24;6;6;15;6;2;16;Graduate
1;1;0;22;5;2;10,5;5;0;0;Dropout
0;1;0;22;6;0;0;4;0;0;Dropout
1;1;0;19;5;5;13,25;5;5;11,83;Graduate
1;1;0;19;5;0;0;5;0;0;Dropout
1;1;0;21;5;4;11,5;5;3;10,6;Enrolled
1;0;1;18;8;8;13,88;8;8;13,88;Graduate
1;0;0;18;6;6;11,33;6;5;12,6;Graduate
1;0;0;20;0;0;0;0;0;0;Dropout
1;0;0;19;6;6;12,86;6;6;13,67;Graduate
1;0;0;19;6;5;11,6;6;6;12,5;Graduate
1;0;1;18;6;5;11,4;6;6;11,33;Graduate
1;0;0;20;6;6;13,33;6;6;13;Enrolled
1;0;1;22;7;7;13,57;9;9;13,78;Graduate
1;0;0;31;7;6;11,83;7;7;12,23;Graduate
1;0;1;19;7;7;14,43;7;7;14,14;Graduate
1;0;0;18;0;0;0;0;0;0;Enrolled
1;0;1;18;6;6;12,29;6;5;12,4;Graduate
1;0;0;21;5;5;14,4;5;5;13,8;Graduate
1;0;1;18;7;7;13,15;8;8;15,07;Graduate
0;1;0;25;5;0;0;5;0;0;Dropout
1;1;0;21;5;0;0;6;0;0;Dropout
1;0;1;19;8;7;12,34;8;7;12,34;Graduate
1;0;0;19;6;5;12,2;6;5;10,8;Enrolled
1;0;0;22;6;4;10,5;6;1;11;Dropout
1;1;0;19;5;5;10,6;5;5;11,6;Graduate
1;0;0;58;6;0;0;6;0;0;Dropout
1;0;1;19;6;4;11,25;6;6;12;Graduate
1;1;0;23;9;6;10,5;10;10;11,7;Graduate
1;0;1;19;6;4;11;6;3;11,67;Enrolled
1;0;0;18;7;7;13,46;8;8;14,51;Graduate
1;0;0;20;5;5;12,6;5;4;12,33;Graduate
0;0;0;18;6;0;0;6;0;0;Dropout
1;0;0;18;6;6;13,67;6;5;13,6;Graduate
1;0;1;18;5;5;11,6;5;5;11,8;Graduate
1;0;0;24;6;6;12,57;6;5;12,83;Dropout
1;0;0;18;6;5;11,8;6;5;11,4;Dropout
1;0;1;19;5;5;11,6;5;3;12,67;Enrolled
1;0;1;19;6;6;11,33;6;6;11,83;Graduate
1;0;0;18;6;6;10,67;6;6;11,5;Graduate
1;0;0;18;5;4;13,5;5;5;13,4;Enrolled
1;0;1;19;0;0;0;0;0;0;Graduate
1;0;0;22;6;6;13,33;6;4;11,5;Graduate
1;0;0;19;6;5;13,4;6;2;13,5;Enrolled
1;0;1;21;6;3;10,2;6;4;12,25;Enrolled
1;0;1;21;6;5;13;6;6;12,83;Graduate
1;0;1;18;8;7;12,91;8;7;12,91;Graduate
1;0;0;20;6;4;12;6;1;10;Dropout
1;0;1;18;6;6;10,83;6;5;11;Enrolled
1;0;0;19;6;6;15,33;6;6;15,83;Graduate
1;0;1;18;7;6;12,82;8;6;12,88;Enrolled
0;1;0;26;7;6;13;6;2;14;Dropout
1;0;0;19;6;2;13,5;5;2;11;Enrolled
1;0;0;35;6;6;12,5;6;6;12,17;Graduate
1;0;1;19;6;6;13;6;6;14,33;Graduate
1;1;0;18;5;4;11,75;5;5;12,57;Graduate
1;1;0;19;5;4;12,5;5;4;14,25;Graduate
1;1;0;25;17;17;11,61;17;17;12,06;Graduate
1;1;0;18;6;6;14;6;6;14,67;Graduate
0;1;0;26;6;0;0;6;0;0;Dropout
1;1;0;34;5;5;13,8;5;5;13,83;Graduate
0;1;0;18;5;0;0;5;0;0;Dropout
0;1;0;18;0;0;0;0;0;0;Dropout
1;1;1;18;5;4;12,25;5;3;12,33;Dropout
1;1;0;20;6;3;11,5;6;3;13,67;Dropout
1;1;0;25;7;6;12,57;9;9;12,56;Graduate
1;1;0;18;6;6;12;6;5;12,17;Dropout
1;1;0;19;12;11;12;12;12;12,31;Graduate
1;1;0;20;0;0;0;0;0;0;Dropout
1;1;1;20;7;6;12;6;6;11,17;Graduate
1;1;0;20;5;4;11,6;5;4;12,25;Enrolled
1;1;1;19;5;0;0;5;0;0;Dropout
1;1;0;20;5;5;12;5;4;13;Enrolled
1;1;0;18;7;6;13,98;8;6;12,04;Enrolled
1;1;0;19;6;4;12,5;6;1;10;Enrolled
0;1;0;20;5;0;0;5;0;0;Dropout
1;1;0;24;6;4;10,5;6;4;12,5;Dropout
1;1;0;20;6;5;12,86;6;6;12,3;Graduate
1;1;0;19;5;3;11,67;5;4;12;Enrolled
1;1;0;23;5;2;13;5;1;10;Dropout
1;1;0;20;6;6;11,83;6;5;10,4;Enrolled
1;1;0;21;11;11;12,45;11;8;12,75;Graduate
1;1;0;20;5;3;11;5;0;0;Dropout
1;1;0;21;5;4;13,2;5;4;14,25;Enrolled
1;1;1;18;6;6;15,5;6;6;14,17;Graduate
1;1;0;18;6;6;12,33;6;6;13,67;Graduate
1;1;0;18;5;5;12;5;4;11,4;Enrolled
1;1;0;20;6;4;11,6;6;5;11,5;Enrolled
1;1;1;18;6;6;11,33;6;6;12,29;Graduate
1;1;0;19;6;0;0;6;0;0;Dropout
1;1;0;20;5;4;12;5;2;12,5;Enrolled
1;1;0;19;5;4;12;5;5;12,6;Graduate
1;1;0;33;5;2;12,5;5;2;11,5;Dropout
1;1;0;21;12;12;13,67;11;11;13;Graduate
0;1;0;25;6;2;14,5;6;0;0;Dropout
1;1;1;20;6;4;13,2;6;0;0;Dropout
1;1;1;22;7;5;12,17;8;5;14,8;Dropout
1;0;0;39;6;4;11,25;6;6;11,33;Graduate
1;1;1;21;6;6;15,17;6;6;14,43;Graduate
1;0;1;19;6;6;11,17;6;4;13,4;Graduate
1;0;1;26;7;6;10,98;7;6;10,98;Graduate
1;0;1;19;6;4;10,75;6;5;11,5;Graduate
0;0;1;20;12;11;13,38;9;7;14,29;Graduate
